"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"6","until 2,000 inhab.","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",31.6,,
"6","until 2,000 inhab.","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",30.3,,
"9","50,001 inhab. and over","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",501,,
"9","50,001 inhab. and over","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",515,,
"3","metropolitan area - suburbs","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",1353,,
"3","metropolitan area - suburbs","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",1373,,
"9","50,001 inhab. and over","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",26.6,,
"9","50,001 inhab. and over","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",28.4,,
"ITG1","Sicilia","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",26,,
"ITG1","Sicilia","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",25,,
"3","metropolitan area - suburbs","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",238,,
"3","metropolitan area - suburbs","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",347,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",1203,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",1181,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.7,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.7,,
"9","50,001 inhab. and over","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",7.7,,
"9","50,001 inhab. and over","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",7.8,,
"9","50,001 inhab. and over","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",68,,
"9","50,001 inhab. and over","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",50,,
"3","metropolitan area - suburbs","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",1788,,
"3","metropolitan area - suburbs","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",1621,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",30.6,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",27.7,,
"6","until 2,000 inhab.","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",458,,
"6","until 2,000 inhab.","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",423,,
"6","until 2,000 inhab.","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",28,,
"6","until 2,000 inhab.","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",16,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",1849,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",1943,,
"2","metropolitan area - centre","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1.3,,
"2","metropolitan area - centre","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",0.9,,
"6","until 2,000 inhab.","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",23.5,,
"6","until 2,000 inhab.","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",22.1,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",31.5,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",26.7,,
"3","metropolitan area - suburbs","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",28.1,,
"3","metropolitan area - suburbs","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",25.2,,
"9","50,001 inhab. and over","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",2119,,
"9","50,001 inhab. and over","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",1900,,
"ITG2","Sardegna","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1.1,,
"ITG2","Sardegna","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",1.3,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.8,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.5,,
"3","metropolitan area - suburbs","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",140,,
"3","metropolitan area - suburbs","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",113,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",31.7,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",29.6,,
"9","50,001 inhab. and over","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",2482,,
"9","50,001 inhab. and over","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",2346,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",610,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",578,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",23,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",22.9,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",2460,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",2520,,
"9","50,001 inhab. and over","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",32.3,,
"9","50,001 inhab. and over","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",28.7,,
"2","metropolitan area - centre","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",33.2,,
"2","metropolitan area - centre","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",30.6,,
"3","metropolitan area - suburbs","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",69,,
"3","metropolitan area - suburbs","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",44,,
"6","until 2,000 inhab.","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",614,,
"6","until 2,000 inhab.","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",499,,
"9","50,001 inhab. and over","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",37.9,,
"9","50,001 inhab. and over","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",35.5,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",1223,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",1154,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",13.2,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",10.5,,
"3","metropolitan area - suburbs","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",14.4,,
"3","metropolitan area - suburbs","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",12.9,,
"3","metropolitan area - suburbs","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",1458,,
"3","metropolitan area - suburbs","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",1405,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",224,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",231,,
"6","until 2,000 inhab.","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",4.2,,
"6","until 2,000 inhab.","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",5.5,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",66,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",72,,
"ITG1","Sicilia","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",21.9,,
"ITG1","Sicilia","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",21.7,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",12.9,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",11.8,,
"9","50,001 inhab. and over","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",739,,
"9","50,001 inhab. and over","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",834,,
"6","until 2,000 inhab.","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",256,,
"6","until 2,000 inhab.","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",198,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",2508,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",2453,,
"6","until 2,000 inhab.","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",161,,
"6","until 2,000 inhab.","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",131,,
"9","50,001 inhab. and over","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",1740,,
"9","50,001 inhab. and over","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",1881,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",26,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",25.8,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",68,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",43,,
"9","50,001 inhab. and over","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",11.3,,
"9","50,001 inhab. and over","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",12.6,,
"6","until 2,000 inhab.","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",31.4,,
"6","until 2,000 inhab.","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",26,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",31.2,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",28.9,,
"3","metropolitan area - suburbs","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1.3,,
"3","metropolitan area - suburbs","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",0.8,,
"9","50,001 inhab. and over","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1,,
"9","50,001 inhab. and over","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",0.9,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",2996,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",2887,,
"3","metropolitan area - suburbs","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",49,,
"3","metropolitan area - suburbs","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",35,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",97,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",83,,
"ITG1","Sicilia","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",3,,
"ITG1","Sicilia","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",5.1,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",2.8,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",3.1,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1.2,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",1.5,,
"9","50,001 inhab. and over","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",64,,
"9","50,001 inhab. and over","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",61,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",263,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",303,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",2.8,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",2.7,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",2458,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",2345,,
"6","until 2,000 inhab.","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",1746,,
"6","until 2,000 inhab.","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",1725,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",3.6,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",5.7,,
"9","50,001 inhab. and over","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",181,,
"9","50,001 inhab. and over","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",202,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",390,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",512,,
"6","until 2,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",12,,
"6","until 2,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",9,,
"9","50,001 inhab. and over","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",22.3,,
"9","50,001 inhab. and over","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",27.2,,
"ITG2","Sardegna","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",932,,
"ITG2","Sardegna","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",934,,
"9","50,001 inhab. and over","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",4,,
"9","50,001 inhab. and over","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",6.5,,
"3","metropolitan area - suburbs","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",33.7,,
"3","metropolitan area - suburbs","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",29.2,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",1064,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",888,,
"6","until 2,000 inhab.","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",13.1,,
"6","until 2,000 inhab.","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",10.3,,
"9","50,001 inhab. and over","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",2.8,,
"9","50,001 inhab. and over","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",3.1,,
"6","until 2,000 inhab.","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",206,,
"6","until 2,000 inhab.","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",182,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1.2,,
"7","2,001 - 10,000 inhab.","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",1,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",115,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",149,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",4.1,,
"8","10,001 - 50,000 inhab.","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",5.3,,
"6","until 2,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.6,,
"6","until 2,000 inhab.","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.5,,
"9","50,001 inhab. and over","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",262,,
"9","50,001 inhab. and over","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",428,,
"ITC1","Piemonte","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",272,,
"ITC1","Piemonte","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",267,,
"ITC","Nord-ovest","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",9.1,,
"ITC","Nord-ovest","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",8.7,,
"ITCD","Nord","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",87.8,,
"ITCD","Nord","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",88.4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",12,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",9,,
"ITC4","Lombardia","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",22.9,,
"ITC4","Lombardia","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",24.6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",43.5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",43.5,,
"ITC4","Lombardia","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",1518,,
"ITC4","Lombardia","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",1683,,
"ITC3","Liguria","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",8.3,,
"ITC3","Liguria","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",6.7,,
"ITC","Nord-ovest","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",2469,,
"ITC","Nord-ovest","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",2620,,
"ITCD","Nord","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",4214,,
"ITCD","Nord","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",4703,,
"ITC1","Piemonte","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",30.6,,
"ITC1","Piemonte","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",27.1,,
"ITC","Nord-ovest","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",61,,
"ITC","Nord-ovest","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",50,,
"ITC1","Piemonte","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",23.7,,
"ITC1","Piemonte","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",22.9,,
"ITCD","Nord","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",16263,,
"ITCD","Nord","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",16970,,
"ITC","Nord-ovest","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",971,,
"ITC","Nord-ovest","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",954,,
"ITCD","Nord","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",22.8,,
"ITCD","Nord","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",24.5,,
"ITC3","Liguria","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",90,,
"ITC3","Liguria","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",75,,
"ITC1","Piemonte","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.6,,
"ITC1","Piemonte","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.6,,
"ITC3","Liguria","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.5,,
"ITC3","Liguria","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.7,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1.9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",1,,
"ITC3","Liguria","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",243,,
"ITC3","Liguria","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",238,,
"ITC3","Liguria","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",6,,
"ITC3","Liguria","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",7,,
"ITC","Nord-ovest","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",88,,
"ITC","Nord-ovest","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",88.6,,
"ITCD","Nord","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",23.5,,
"ITCD","Nord","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",24,,
"ITC1","Piemonte","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",2574,,
"ITC1","Piemonte","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",2680,,
"ITCD","Nord","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",1624,,
"ITCD","Nord","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",1634,,
"ITC1","Piemonte","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",617,,
"ITC1","Piemonte","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",685,,
"ITCD","Nord","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",2468,,
"ITCD","Nord","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",2497,,
"ITCD","Nord","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.7,,
"ITCD","Nord","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.6,,
"ITC1","Piemonte","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",12.8,,
"ITC1","Piemonte","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",12.3,,
"ITC1","Piemonte","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",17,,
"ITC1","Piemonte","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",17,,
"ITCD","Nord","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",13.3,,
"ITCD","Nord","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",13,,
"ITC","Nord-ovest","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.6,,
"ITC","Nord-ovest","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.5,,
"ITC","Nord-ovest","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",23.1,,
"ITC","Nord-ovest","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",23.8,,
"ITC1","Piemonte","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",689,,
"ITC1","Piemonte","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",682,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",35,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",36,,
"ITC3","Liguria","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",22.4,,
"ITC3","Liguria","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",21.3,,
"ITC4","Lombardia","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",35.9,,
"ITC4","Lombardia","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",32.2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",4.6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",4.4,,
"ITC4","Lombardia","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",2382,,
