"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",12.518,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",12.99,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",139.36,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",137.36,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",29,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",26.876,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",146.049,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",151.794,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",73.128,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",68.493,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",400.055,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",397.513,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",15.111,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",15.06,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",115.163,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",113.029,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",23.634,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",25.168,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",155.519,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",150.493,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",99.469,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",101.585,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",408.895,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",405.334,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",27.629,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",28.049,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",254.523,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",250.389,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",52.634,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",52.044,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",301.567,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",302.287,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",172.596,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",170.078,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",808.95,,
"ITE3","Marche","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",802.847,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",56.892,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",48.302,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",456.689,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",449.43,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",50.592,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",51.09,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",658.713,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",655.773,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",363.321,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",371.261,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1586.208,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",1575.857,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",56.983,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",54.552,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",401.764,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",394.621,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",47.538,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",43.091,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",668.019,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",658.058,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",484.496,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",498.277,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1658.799,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",1648.599,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",113.876,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",102.854,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",858.453,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",844.051,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",98.13,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",94.181,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",1326.732,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",1313.832,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",847.816,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",869.538,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",3245.007,,
"ITE4","Lazio","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",3224.455,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",11.614,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",13.077,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",109.744,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",106.004,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",17.774,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",16.133,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",152.762,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",151.183,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",59.891,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",62.888,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",351.786,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",349.284,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",15.208,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",13.39,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",94.308,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",93.697,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",13.074,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",11.664,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",149.963,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",149.685,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",85.348,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",86.322,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",357.901,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",354.757,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",26.822,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",26.466,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",204.052,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",199.701,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",30.848,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",27.798,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",302.725,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",300.867,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",145.239,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",149.21,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",709.687,,
"ITF1","Abruzzo","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",704.042,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",4.075,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",2.973,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",27.859,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",28.537,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",2.367,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",3.062,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",33.361,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",33.984,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",14.131,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",12.233,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",81.792,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",80.788,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",4.162,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",3.579,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",25.724,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",26.156,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",1.324,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",2.067,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",33.103,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",31.06,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",17.336,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",17.617,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",81.648,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",80.479,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",8.237,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",6.552,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",53.583,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",54.694,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",3.69,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",5.129,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",66.464,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",65.043,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",31.467,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",29.85,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",163.441,,
"ITF2","Molise","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",161.267,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",132.604,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",130.571,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",619.354,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",595.812,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",51.129,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",56.371,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",551.127,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",552.386,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",203.159,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",214.547,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1557.373,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",1549.686,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",197.106,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",184.765,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",552.687,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",545.306,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",46.732,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",43.733,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",527.977,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",536.437,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",293.693,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",300.187,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1618.195,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",1610.428,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",329.71,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",315.335,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",1172.041,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",1141.118,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",97.861,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",100.104,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",1079.104,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",1088.823,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",496.852,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",514.734,,
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",3175.567,,
